primaBot/2207-2/0.8 AWLR/data/m_2022Jul.csv,,,,,,
sampling,up_since,batt,signal_quality,distance,sensor_height,sensor_resolution
2022-07-3T05:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:30:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T05:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:40:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T05:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T06:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T06:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:35:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T07:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T07:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:10:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T08:15:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T08:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T08:55:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T09:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T09:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T10:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:15:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T10:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T10:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T10:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T10:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T11:00:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T11:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:40:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T11:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T11:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T11:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T12:00:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T12:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:15:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:20:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:25:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:30:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T12:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T12:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T12:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T12:55:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T13:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T13:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T13:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T13:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T13:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T13:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T13:30:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T13:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T13:40:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T13:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T13:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T13:55:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:00:00+07,2022-07-01T17:53:19+07,12.3,14,155,1000,0.1
2022-07-3T14:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T14:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T14:15:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:20:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T14:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T14:35:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T14:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:50:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T14:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T15:00:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:05:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:15:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:20:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T15:30:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T15:40:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T15:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T15:55:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T16:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T16:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:25:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T16:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:35:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T16:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T16:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T16:55:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T17:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T17:15:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T17:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:30:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T17:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T17:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T17:55:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T18:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T18:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:20:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T18:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:40:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T18:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T18:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:05:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T19:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:40:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T19:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T19:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:10:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T20:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:20:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T20:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:35:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T20:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:45:00+07,2022-07-01T17:53:19+07,12.4,14,155,1000,0.1
2022-07-3T20:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T20:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T21:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:00:00+07,2022-07-01T17:53:19+07,12.3,14,156,1000,0.1
2022-07-3T22:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T22:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-3T23:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T00:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T00:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T00:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-4T01:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T01:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T01:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T01:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T02:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-4T02:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T02:55:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T03:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-4T03:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T04:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-4T04:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-5T14:40:00+07,2022-07-05T14:35:13+07,12.8,11,184,1000,0.1
2022-07-5T14:45:00+07,2022-07-05T14:35:13+07,12.8,14,185,1000,0.1
2022-07-5T14:50:00+07,2022-07-05T14:35:13+07,12.8,12,185,1000,1
