primaBot/2207-2/0.8 AWLR/data/m_2022Jul.csv,,,,,,
sampling,up_since,batt,signal_quality,distance,sensor_height,sensor_resolution
2022-07-2T03:40:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T03:45:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T03:50:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T03:55:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:00:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:05:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:10:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:15:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:20:00+07,2022-07-01T17:53:19+07,12.3,15,156,1000,0.1
2022-07-2T04:25:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:30:00+07,2022-07-01T17:53:19+07,12.4,15,157,1000,0.1
2022-07-2T04:35:00+07,2022-07-01T17:53:19+07,12.3,15,156,1000,0.1
2022-07-2T04:40:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T04:45:00+07,2022-07-01T17:53:19+07,12.3,15,157,1000,0.1
2022-07-2T04:50:00+07,2022-07-01T17:53:19+07,12.4,15,157,1000,0.1
2022-07-2T04:55:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T05:00:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T05:05:00+07,2022-07-01T17:53:19+07,12.3,15,156,1000,0.1
2022-07-2T05:10:00+07,2022-07-01T17:53:19+07,12.3,15,156,1000,0.1
2022-07-2T05:15:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T05:20:00+07,2022-07-01T17:53:19+07,12.3,15,157,1000,0.1
2022-07-2T05:25:00+07,2022-07-01T17:53:19+07,12.3,15,157,1000,0.1
2022-07-2T05:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T05:35:00+07,2022-07-01T17:53:19+07,12.3,15,156,1000,0.1
2022-07-2T05:40:00+07,2022-07-01T17:53:19+07,12.3,14,156,1000,0.1
2022-07-2T05:45:00+07,2022-07-01T17:53:19+07,12.3,11,156,1000,0.1
2022-07-2T05:50:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T05:55:00+07,2022-07-01T17:53:19+07,12.3,14,156,1000,0.1
2022-07-2T06:00:00+07,2022-07-01T17:53:19+07,12.3,11,156,1000,0.1
2022-07-2T06:05:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T06:10:00+07,2022-07-01T17:53:19+07,12.3,11,157,1000,0.1
2022-07-2T06:15:00+07,2022-07-01T17:53:19+07,12.3,11,157,1000,0.1
2022-07-2T06:20:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T06:25:00+07,2022-07-01T17:53:19+07,12.3,11,156,1000,0.1
2022-07-2T06:30:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T06:35:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T06:40:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T06:45:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T06:50:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T06:55:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T07:00:00+07,2022-07-01T17:53:19+07,12.4,12,157,1000,0.1
2022-07-2T07:05:00+07,2022-07-01T17:53:19+07,12.3,13,157,1000,0.1
2022-07-2T07:10:00+07,2022-07-01T17:53:19+07,12.3,13,157,1000,0.1
2022-07-2T07:15:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:20:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:25:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T07:30:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:35:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T07:40:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:45:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:50:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T07:55:00+07,2022-07-01T17:53:19+07,12.3,13,157,1000,0.1
2022-07-2T08:00:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T08:05:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T08:10:00+07,2022-07-01T17:53:19+07,12.3,13,157,1000,0.1
2022-07-2T08:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T08:20:00+07,2022-07-01T17:53:19+07,12.3,12,157,1000,0.1
2022-07-2T08:25:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T08:30:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T08:35:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T08:40:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-2T08:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T08:50:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T08:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:30:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T09:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:45:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T09:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T09:55:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T10:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T10:05:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T10:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:20:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T10:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T10:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T11:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T12:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T12:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T13:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T14:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T15:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T15:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T15:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T15:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T16:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T16:25:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T16:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:35:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T16:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T16:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:45:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T17:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T17:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T18:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:30:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T18:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:40:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T18:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T18:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T19:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T19:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T19:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T19:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T19:50:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T19:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:00:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T20:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T20:25:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T20:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T20:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T21:00:00+07,2022-07-01T17:53:19+07,12.4,15,156,1000,0.1
2022-07-2T21:05:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T21:10:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T21:15:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T21:20:00+07,2022-07-01T17:53:19+07,12.4,14,156,1000,0.1
2022-07-2T21:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T21:30:00+07,2022-07-01T17:53:19+07,12.4,11,156,1000,0.1
2022-07-2T21:35:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T21:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T21:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T21:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T21:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:00:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-2T22:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T22:30:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T22:35:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T22:40:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T22:45:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T22:50:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T22:55:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T23:05:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-2T23:15:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:20:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:25:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:30:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:35:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:40:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:45:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:50:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-2T23:55:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:00:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:05:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:10:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:15:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T00:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T00:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T00:35:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:40:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:45:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:50:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T00:55:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T01:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T01:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T02:00:00+07,2022-07-01T17:53:19+07,12.3,12,156,1000,0.1
2022-07-3T02:05:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:10:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:15:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:20:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:25:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:30:00+07,2022-07-01T17:53:19+07,12.4,12,156,1000,0.1
2022-07-3T02:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T02:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T02:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T02:50:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T02:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T03:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:15:00+07,2022-07-01T17:53:19+07,12.3,13,156,1000,0.1
2022-07-3T04:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:25:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:30:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:35:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:40:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:45:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:50:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T04:55:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:00:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:05:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:10:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:15:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
2022-07-3T05:20:00+07,2022-07-01T17:53:19+07,12.4,13,156,1000,0.1
