primaBot/2207-1/0.8 ARR/data/m_2022Jun.csv
sampling,up_since,batt,signal_quality,tick,tipping_factor
"2022-06-14T23:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T23:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:15:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:25:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:30:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:35:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:40:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-14T23:50:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-14T23:55:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-15T00:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:05:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-15T00:10:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-15T00:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:20:00+07", "2022-06-14T14:43:25+07",12.2, 12, 0, 0.2
"2022-06-15T00:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T00:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T01:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T02:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T03:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T04:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:15:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T05:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:40:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T05:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T06:00:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:05:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:10:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:15:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:20:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:25:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:30:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:35:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:40:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T06:50:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T06:55:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T07:00:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T07:05:00+07", "2022-06-14T14:43:25+07",12.2, 10, 0, 0.2
"2022-06-15T07:10:00+07", "2022-06-14T14:43:25+07",12.2, 9, 0, 0.2
"2022-06-15T07:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:20:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:25:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:30:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:35:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:40:00+07", "2022-06-14T14:43:25+07",12.2, 9, 0, 0.2
"2022-06-15T07:45:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:50:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T07:55:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T08:00:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T08:05:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T08:10:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T08:15:00+07", "2022-06-14T14:43:25+07",12.2, 11, 0, 0.2
"2022-06-15T08:20:00+07", "2022-06-14T14:43:25+07",12.2, 8, 0, 0.2
"2022-06-28T12:35:00+07", "2022-06-28T12:31:45+07",12.7, 10, 0, 0.2
"2022-06-28T12:40:00+07", "2022-06-28T12:31:45+07",12.6, 8, 0, 0.2
"2022-06-28T12:45:00+07", "2022-06-28T12:31:45+07",12.6, 11, 0, 0.2
"2022-06-28T12:50:00+07", "2022-06-28T12:31:45+07",12.6, 10, 0, 0.2
"2022-06-28T12:55:00+07", "2022-06-28T12:31:45+07",12.6, 10, 0, 0.2
"2022-06-28T13:00:00+07", "2022-06-28T12:31:45+07",12.5, 4, 0, 0.2
"2022-06-28T13:05:00+07", "2022-06-28T12:31:45+07",12.6, 9, 0, 0.2
"2022-06-28T13:10:00+07", "2022-06-28T12:31:45+07",12.6, 7, 1, 0.2
"2022-06-28T13:15:00+07", "2022-06-28T12:31:45+07",12.5, 9, 1, 0.2
"2022-06-28T13:20:00+07", "2022-06-28T12:31:45+07",12.5, 9, 1, 0.2
"2022-06-28T13:25:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T13:30:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T13:35:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T13:40:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T13:45:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T13:50:00+07", "2022-06-28T12:31:45+07",12.5, 9, 1, 0.2
"2022-06-28T13:55:00+07", "2022-06-28T12:31:45+07",12.5, 10, 2, 0.2
"2022-06-28T14:00:00+07", "2022-06-28T12:31:45+07",12.5, 7, 1, 0.2
"2022-06-28T14:05:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T14:10:00+07", "2022-06-28T12:31:45+07",12.5, 9, 2, 0.2
"2022-06-28T14:15:00+07", "2022-06-28T12:31:45+07",12.5, 8, 1, 0.2
"2022-06-28T14:20:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T14:25:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T14:30:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T14:35:00+07", "2022-06-28T12:31:45+07",12.5, 9, 1, 0.2
"2022-06-28T14:40:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T14:45:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T14:50:00+07", "2022-06-28T12:31:45+07",12.5, 8, 1, 0.2
"2022-06-28T14:55:00+07", "2022-06-28T12:31:45+07",12.5, 9, 0, 0.2
"2022-06-28T15:00:00+07", "2022-06-28T12:31:45+07",12.5, 8, 0, 0.2
"2022-06-28T08:00:18+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:05:00+07", "2022-06-28T12:31:45+07",12.5, 9, 1, 0.2
"2022-06-28T15:10:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:15:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:20:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T15:25:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:30:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T15:35:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T15:40:00+07", "2022-06-28T12:31:45+07",12.5, 10, 0, 0.2
"2022-06-28T15:45:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:50:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T15:55:00+07", "2022-06-28T12:31:45+07",12.5, 8, 0, 0.2
"2022-06-28T16:00:00+07", "2022-06-28T12:31:45+07",12.5, 11, 2, 0.2
"2022-06-28T16:05:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T16:10:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T16:15:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T16:20:00+07", "2022-06-28T12:31:45+07",12.5, 11, 1, 0.2
"2022-06-28T16:25:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T16:30:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T16:35:00+07", "2022-06-28T12:31:45+07",12.5, 11, 1, 0.2
"2022-06-28T16:40:00+07", "2022-06-28T12:31:45+07",12.5, 11, 0, 0.2
"2022-06-28T16:45:00+07", "2022-06-28T12:31:45+07",12.5, 11, 1, 0.2
"2022-06-28T16:50:00+07", "2022-06-28T12:31:45+07",12.5, 8, 2, 0.2
"2022-06-28T16:55:00+07", "2022-06-28T12:31:45+07",12.5, 3, 1, 0.2
"2022-06-28T17:00:00+07", "2022-06-28T12:31:45+07",12.5, 8, 0, 0.2
"2022-06-28T17:05:00+07", "2022-06-28T12:31:45+07",12.5, 8, 0, 0.2
"2022-06-28T17:10:00+07", "2022-06-28T12:31:45+07",12.5, 7, 1, 0.2
"2022-06-28T17:15:00+07", "2022-06-28T12:31:45+07",12.5, 8, 1, 0.2
"2022-06-28T17:20:00+07", "2022-06-28T12:31:45+07",12.5, 8, 0, 0.2
"2022-06-28T17:25:00+07", "2022-06-28T12:31:45+07",12.5, 8, 2, 0.2
"2022-06-28T17:30:00+07", "2022-06-28T12:31:45+07",12.5, 7, 0, 0.2
"2022-06-28T17:35:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T17:40:00+07", "2022-06-28T12:31:45+07",12.5, 4, 2, 0.2
"2022-06-28T17:45:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T17:50:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T17:55:00+07", "2022-06-28T12:31:45+07",12.5, 4, 0, 0.2
"2022-06-28T18:00:00+07", "2022-06-28T12:31:45+07",12.5, 7, 0, 0.2
"2022-06-28T18:05:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T18:10:00+07", "2022-06-28T12:31:45+07",12.5, 10, 1, 0.2
"2022-06-28T18:15:00+07", "2022-06-28T12:31:45+07",12.5, 7, 2, 0.2
"2022-06-28T18:20:00+07", "2022-06-28T12:31:45+07",12.5, 6, 2, 0.2
"2022-06-28T18:25:00+07", "2022-06-28T12:31:45+07",12.5, 0, 1, 0.2
"2022-06-28T18:30:00+07", "2022-06-28T12:31:45+07",12.5, 6, 2, 0.2
"2022-06-28T18:35:00+07", "2022-06-28T12:31:45+07",12.5, 6, 2, 0.2
"2022-06-28T18:40:00+07", "2022-06-28T12:31:45+07",12.5, 7, 0, 0.2
"2022-06-28T18:45:00+07", "2022-06-28T12:31:45+07",12.5, 0, 3, 0.2
"2022-06-28T18:50:00+07", "2022-06-28T12:31:45+07",12.5, 5, 1, 0.2
"2022-06-28T19:00:00+07", "2022-06-28T12:31:45+07",12.5, 7, 1, 0.2
"2022-06-28T19:00:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T19:05:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T19:10:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T19:15:00+07", "2022-06-28T12:31:45+07",12.5, 0, 0, 0.2
"2022-06-28T19:20:00+07", "2022-06-28T12:31:45+07",12.5, 0, 2, 0.2
"2022-06-28T19:25:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T19:30:00+07", "2022-06-28T12:31:45+07",12.5, 3, 0, 0.2
"2022-06-28T19:35:00+07", "2022-06-28T12:31:45+07",12.5, 4, 0, 0.2
"2022-06-28T19:40:00+07", "2022-06-28T12:31:45+07",12.5, 3, 1, 0.2
"2022-06-28T19:45:00+07", "2022-06-28T12:31:45+07",12.4, 0, 0, 0.2
"2022-06-28T19:50:00+07", "2022-06-28T12:31:45+07",12.5, 6, 3, 0.2
"2022-06-28T19:55:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T20:00:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T20:05:00+07", "2022-06-28T12:31:45+07",12.5, 6, 2, 0.2
"2022-06-28T20:10:00+07", "2022-06-28T12:31:45+07",12.4, 1, 0, 0.2
"2022-06-28T20:15:00+07", "2022-06-28T12:31:45+07",12.5, 4, 0, 0.2
"2022-06-28T20:20:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T20:25:00+07", "2022-06-28T12:31:45+07",12.5, 0, 0, 0.2
"2022-06-28T20:30:00+07", "2022-06-28T12:31:45+07",12.5, 5, 2, 0.2
"2022-06-28T20:35:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T20:40:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T20:45:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T20:50:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T20:55:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T21:00:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T21:05:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T21:10:00+07", "2022-06-28T12:31:45+07",12.5, 5, 1, 0.2
"2022-06-28T21:15:00+07", "2022-06-28T12:31:45+07",12.5, 0, 0, 0.2
"2022-06-28T21:20:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T21:25:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T21:30:00+07", "2022-06-28T12:31:45+07",12.5, 6, 2, 0.2
"2022-06-28T21:35:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T21:40:00+07", "2022-06-28T12:31:45+07",12.5, 5, 1, 0.2
"2022-06-28T21:45:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T21:50:00+07", "2022-06-28T12:31:45+07",12.4, 0, 1, 0.2
"2022-06-28T21:55:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T22:00:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T22:05:00+07", "2022-06-28T12:31:45+07",12.5, 6, 1, 0.2
"2022-06-28T22:10:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T22:15:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T22:20:00+07", "2022-06-28T12:31:45+07",12.5, 5, 0, 0.2
"2022-06-28T22:25:00+07", "2022-06-28T12:31:45+07",12.5, 6, 0, 0.2
"2022-06-28T22:30:00+07", "2022-06-28T12:31:45+07",12.4, 0, 1, 0.2
"2022-06-28T22:35:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T22:40:00+07", "2022-06-28T12:31:45+07",12.4, 0, 0, 0.2
"2022-06-28T22:45:00+07", "2022-06-28T12:31:45+07",12.5, 5, 1, 0.2
"2022-06-28T22:50:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T22:55:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-28T23:00:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-28T23:05:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T23:10:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-28T23:15:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-28T23:20:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T23:25:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T23:30:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-28T23:35:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-28T23:40:00+07", "2022-06-28T12:31:45+07",12.4, 4, 0, 0.2
"2022-06-28T23:45:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-28T23:50:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-28T23:55:00+07", "2022-06-28T12:31:45+07",12.4, 7, 0, 0.2
"2022-06-29T00:00:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T00:05:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T00:10:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T00:15:00+07", "2022-06-28T12:31:45+07",12.4, 5, 2, 0.2
"2022-06-29T00:20:00+07", "2022-06-28T12:31:45+07",12.4, 0, 0, 0.2
"2022-06-29T00:25:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T00:30:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T00:35:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T00:40:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T00:45:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T00:50:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T00:55:00+07", "2022-06-28T12:31:45+07",12.4, 1, 0, 0.2
"2022-06-29T01:00:00+07", "2022-06-28T12:31:45+07",12.4, 8, 0, 0.2
"2022-06-29T01:05:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T01:10:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T01:15:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T01:20:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T01:25:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T01:30:00+07", "2022-06-28T12:31:45+07",12.4, 0, 1, 0.2
"2022-06-29T01:35:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T01:40:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T01:45:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T01:50:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T01:55:00+07", "2022-06-28T12:31:45+07",12.4, 7, 1, 0.2
"2022-06-29T02:00:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T02:05:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T02:10:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T02:15:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T02:20:00+07", "2022-06-28T12:31:45+07",12.4, 4, 0, 0.2
"2022-06-29T02:25:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T02:30:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T02:35:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T02:40:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T02:45:00+07", "2022-06-28T12:31:45+07",12.4, 0, 0, 0.2
"2022-06-29T02:50:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T02:55:00+07", "2022-06-28T12:31:45+07",12.4, 8, 0, 0.2
"2022-06-29T03:00:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T03:05:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T03:10:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T03:15:00+07", "2022-06-28T12:31:45+07",12.4, 6, 1, 0.2
"2022-06-29T03:20:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
"2022-06-29T03:25:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T03:30:00+07", "2022-06-28T12:31:45+07",12.4, 6, 0, 0.2
"2022-06-29T03:35:00+07", "2022-06-28T12:31:45+07",12.4, 5, 0, 0.2
"2022-06-29T03:40:00+07", "2022-06-28T12:31:45+07",12.4, 5, 1, 0.2
